INSTNM,CITY,STABBR,ZIP,ACCREDAGENCY,INSTURL,CONTROL,LATITUDE,LONGITUDE,MENONLY,WOMENONLY,ADM_RATE_ALL,SAT_AVG,DISTANCEONLY,UGDS,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,COSTT4_A,COSTT4_P,TUITIONFEE_IN,TUITIONFEE_OUT,TUITIONFEE_PROG,AVGFACSAL,PCTPELL,RET_FT4,PCTFLOAN,AGE_ENTRY,FEMALE,MARRIED,VETERAN,FIRST_GEN,FAMINC,MD_FAMINC
Rob Roy Academy-New Bedford,New Bedford,MA,02720-3445,National Accrediting Commission of Career Arts and Sciences,www.rob-roy.com,3,41.671921,-70.925187,0,0,NULL,NULL,0,19,0.6316,0.1579,0.2105,0,0,0,0,0,0,NULL,23659,NULL,NULL,14000,NULL,0.6538,NULL,0.6923,25.21212121,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,13533.06061,8852
The New England Conservatory of Music,Boston,MA,02115-5018,New England Commission of Higher Education,necmusic.edu,2,42.340946,-71.08629,0,0,0.354290569,NULL,0,387,0.3824,0.0336,0.0439,0.0672,0,0,0.0568,0.3798,0.0362,59615,NULL,44755,44755,NULL,8315,0.1204,0.8953,0.3956,19.55294118,0.423529412,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,100653.5647,90092
New England College of Optometry,Boston,MA,2115,New England Commission of Higher Education,www.neco.edu,2,42.351853,-71.086829,0,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9295,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
New England Law-Boston,Boston,MA,2116,American Bar Association,www.nesl.edu,2,42.350833,-71.0665,0,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13276,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
New England School of Photography,Waltham,MA,2453,Accrediting Commission of Career Schools and Colleges,https://www.NESOP.edu,3,42.371534,-71.23665,0,0,0.984375,NULL,0,62,0.629,0.0484,0.129,0.0323,0,0,0.0161,0.1452,0,39880,NULL,24200,24200,NULL,NULL,0.45,NULL,0.8,24.44444444,0.648148148,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,79257.51852,47898.5
Newbury College,Brookline,MA,2445,New England Commission of Higher Education,www.newbury.edu,2,42.331032,-71.142082,0,0,0.826666667,NULL,0,751,0.3475,0.3382,0.1598,0.0639,0.0027,0,0.0559,0.032,0,43808,NULL,33510,33510,NULL,6146,0.5774,0.4185,0.836,20.4264432,0.575418994,PrivacySuppressed,PrivacySuppressed,0.429223744,48800.80819,32612
Nichols College,Dudley,MA,01571-5000,New England Commission of Higher Education,www.nichols.edu,2,42.044033,-71.930283,0,0,0.836867157,NULL,0,1256,0.7994,0.074,0.0677,0.0119,0,0,0.0326,0.0143,0,47827,NULL,33400,33400,NULL,7029,0.326,0.7077,0.7656,20.55384615,0.377622378,0.013986014,PrivacySuppressed,0.31570997,86245.21539,68677
Massachusetts College of Liberal Arts,North Adams,MA,01247-4100,New England Commission of Higher Education,www.mcla.edu,1,42.691361,-73.102817,0,0,0.770988574,1015,0,1408,0.7443,0.0945,0.0746,0.022,0.005,0,0.0227,0.005,0.032,21680,NULL,9875,18820,NULL,8999,0.4763,0.7881,0.7557,22.07006369,0.636942675,0.045859873,PrivacySuppressed,0.33006993,59351.95414,45534
North Bennet Street School,Boston,MA,2109,Accrediting Commission of Career Schools and Colleges,www.nbss.edu,2,42.36279,-71.05452,0,0,NULL,NULL,0,158,0.7848,0.0759,0.0443,0.057,0.0063,0,0.0063,0.019,0.0063,NULL,38481,NULL,NULL,49950,NULL,0.3415,NULL,0.6829,31.09708738,0.27184466,0.203883495,PrivacySuppressed,PrivacySuppressed,49263.32039,25361
North Shore Community College,Danvers,MA,01923-0840,New England Commission of Higher Education,www.northshore.edu,1,42.590103,-70.968044,0,0,NULL,NULL,0,5705,0.5741,0.0918,0.2508,0.0465,0.0016,0.0011,0.0256,0.0007,0.0079,12632,NULL,4848,10416,NULL,7056,0.4257,NULL,0.2291,25.0164582,0.617182357,0.104344964,0.010204082,0.521298174,36707.9266,24338.5
The New England Institute of Art,Brookline,MA,02445-7295,NULL,www.artinstitutes.edu/boston,3,42.332336,-71.116939,0,0,NULL,NULL,0,94,0.3511,0.2447,0.1596,0.0426,0,0,0.0213,0.0532,0.1277,NULL,NULL,NULL,NULL,NULL,6327,0.5076,NULL,0.771,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
Northeastern University,Boston,MA,02115-5005,New England Commission of Higher Education,www.northeastern.edu,2,42.339992,-71.088782,0,0,0.28880011,1434,0,13345,0.4668,0.0392,0.0707,0.1272,0.0007,0.0001,0.0425,0.1986,0.0543,62789,NULL,47653,47653,NULL,12539,0.1181,0.9653,0.388,21.60087719,0.541089566,0.04455217,0.003924284,0.185158151,105958.1464,80224.5
Northern Essex Community College,Haverhill,MA,01830-2399,New England Commission of Higher Education,www.necc.mass.edu/,1,42.796634,-71.04904,0,0,NULL,NULL,0,5530,0.487,0.0439,0.4112,0.0237,0.0018,0.0034,0.0125,0.0058,0.0107,13271,NULL,4776,10560,NULL,7000,0.5382,NULL,0.2609,23.86549296,0.61584507,0.087676056,0.009859155,0.509319463,35643.32078,24448.5
College of Our Lady of the Elms,Chicopee,MA,1013,New England Commission of Higher Education,https://www.elms.edu,2,42.14179,-72.601541,0,0,0.764619883,954,0,1155,0.5688,0.0753,0.1203,0.019,0.0026,0,0,0.0069,0.2069,44501,NULL,33412,33412,NULL,6947,0.4287,0.8132,0.8383,26.02199224,0.772315653,0.116429496,PrivacySuppressed,0.351664255,52797.82665,35491
Pine Manor College,Chestnut Hill,MA,2467,New England Commission of Higher Education,www.pmc.edu,2,42.320827,-71.156464,0,0,0.744245524,NULL,0,287,0.0732,0.4216,0.1672,0.0279,0.0105,0,0.101,0.0244,0.1742,41493,NULL,28780,28780,NULL,5491,0.4866,0.4948,0.558,20.1971831,0.521126761,PrivacySuppressed,PrivacySuppressed,0.429447853,33342.01409,26085
Pope St John XXIII National Seminary,Weston,MA,02493-2699,Commission on Accrediting of the Association of Theological Schools,www.psjs.edu,2,42.339408,-71.311059,1,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4451,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Quincy College,Quincy,MA,2169,New England Commission of Higher Education,https://www.quincycollege.edu,1,42.252416,-71.003476,0,0,NULL,NULL,0,4455,0.411,0.2667,0.07,0.0615,0.0022,0.0013,0.0162,0.0664,0.1046,17001,NULL,5910,5910,NULL,7942,0.4159,NULL,0.3669,27.26257545,0.699530516,0.15258216,0.025486251,0.480050399,35442.46512,24935.5
Quinsigamond Community College,Worcester,MA,01606-2092,New England Commission of Higher Education,www.qcc.edu,1,42.31379,-71.79503,0,0,NULL,NULL,0,6916,0.5632,0.1255,0.1842,0.0441,0.0042,0.0007,0.0231,0.0056,0.0493,11768,NULL,5394,10338,NULL,6982,0.4551,NULL,0.4293,24.9301873,0.570177572,0.124787156,0.008756993,0.477044694,38014.62029,25169
Regis College,Weston,MA,02493-1571,New England Commission of Higher Education,www.regiscollege.edu,2,42.351105,-71.309126,0,0,0.9695372,NULL,0,1226,0.4967,0.1729,0.1158,0.0416,0,0.0008,0.0114,0.0122,0.1485,53593,NULL,39040,39040,NULL,7823,0.3231,0.7833,0.7085,22.23018293,0.789634146,0.057926829,PrivacySuppressed,0.348797251,73203.97409,53979
Roxbury Community College,Roxbury Crossing,MA,02120-3400,New England Commission of Higher Education,www.rcc.mass.edu,1,42.329249,-71.09549,0,0,NULL,NULL,0,2002,0.0559,0.6748,0.1523,0.0145,0.0085,0.002,0.0145,0.017,0.0604,12336,NULL,4414,9718,NULL,7652,0.6509,NULL,0,27.91235758,0.695880806,0.133216477,0.011393515,0.533854167,17732.51884,13620
Saint John's Seminary,Brighton,MA,02135-3846,New England Commission of Higher Education,www.sjs.edu,2,42.344146,-71.161998,1,0,NULL,NULL,0,28,0.8571,0,0.0714,0,0,0,0,0.0714,0,NULL,NULL,22650,22650,NULL,4166,0,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Salem State University,Salem,MA,1970,New England Commission of Higher Education,www.salemstate.edu,1,42.503575,-70.890234,0,0,0.735787588,992,0,7016,0.6505,0.0971,0.1415,0.0346,0.0016,0.0001,0.0271,0.0289,0.0185,22626,NULL,9736,16148,NULL,8840,0.3492,0.7911,0.6276,22.37304965,0.647092199,0.046808511,0.007659575,0.402597403,62196.32879,43677
Salter College-West Boylston,West Boylston,MA,1583,Accrediting Council for Independent Colleges and Schools,www.salter.edu,3,42.350662,-71.787915,0,0,NULL,NULL,0,216,0.4167,0.0972,0.3796,0.037,0,0,0.0093,0.0093,0.0509,NULL,23692,NULL,NULL,16100,5194,0.8074,NULL,0.6045,29.07564103,0.852564103,0.173504274,0.010683761,0.575949367,20204.45513,14198.5
Simmons College,Boston,MA,02115-5898,New England Commission of Higher Education,www.simmons.edu,2,42.3393,-71.099967,0,1,0.636228435,1179,0,1752,0.6615,0.0719,0.0725,0.093,0.0017,0.0006,0.0434,0.0211,0.0342,54659,NULL,38590,38590,NULL,7837,0.2828,0.8323,0.7068,20.93784684,PrivacySuppressed,0.025527192,PrivacySuppressed,0.203939745,85507.23973,62454
Bard College at Simon's Rock,Great Barrington,MA,01230-9702,New England Commission of Higher Education,www.simons-rock.edu/,2,42.209241,-73.380008,0,0,0.867986799,NULL,0,360,0.5556,0.0444,0.0306,0.1111,0.0056,0,0.0333,0.1389,0.0806,64907,NULL,52870,52870,NULL,7395,0.2492,0.8448,0.541,17.42771084,0.638554217,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,112447.7108,81454
Smith College,Northampton,MA,1063,New England Commission of Higher Education,www.smith.edu,2,42.318111,-72.638097,0,1,0.372287781,NULL,0,2504,0.4525,0.0603,0.1014,0.1154,0.0008,0.0016,0.0467,0.1442,0.0771,64483,NULL,47904,47904,NULL,11953,0.2135,0.9376,0.5004,20.5224647,PrivacySuppressed,0.014120668,PrivacySuppressed,0.185082873,86589.69063,70695
Southeastern Technical Institute,South Easton,MA,2375,Council on Occupational Education,www.stitech.edu,1,42.010312,-71.081227,0,0,0.705882353,NULL,0,130,0.7154,0.1769,0.0385,0.0154,0,0,0.0538,0,0,NULL,16767,NULL,NULL,11125,NULL,0.6,NULL,0.8774,27.86021505,0.849462366,0.166666667,PrivacySuppressed,0.540372671,42957.28495,30478.5
Springfield College,Springfield,MA,01109-3797,New England Commission of Higher Education,www.springfield.edu/,2,42.101576,-72.556751,0,0,0.659015487,1045,0,2097,0.7992,0.0558,0.0725,0.0095,0.0029,0.0014,0.0176,0.0281,0.0129,48620,NULL,35475,35475,NULL,7991,0.2264,0.8388,0.783,27.55865922,0.598324022,0.106703911,PrivacySuppressed,0.313887128,70567.86201,46944.5
Springfield Technical Community College,Springfield,MA,01105-1296,New England Commission of Higher Education,www.stcc.edu,1,42.108393,-72.581598,0,0,NULL,NULL,0,5124,0.4723,0.1632,0.291,0.0334,0.0037,0.001,0.0258,0.009,0.0008,13025,NULL,5736,12246,NULL,7568,0.5261,NULL,0.1919,24.99816906,0.584986268,0.10192249,0.010070186,0.480590062,28919.3787,20001
University of Massachusetts-Dartmouth,North Dartmouth,MA,02747-2300,New England Commission of Higher Education,www.umassd.edu,1,41.62869,-71.004552,0,0,0.760199732,1025,0,6758,0.6159,0.1514,0.0937,0.0367,0.0019,0.0001,0.0373,0.0166,0.0465,25410,NULL,13188,27473,NULL,10768,0.3825,0.7342,0.6932,21.4568604,0.508088676,0.036249251,0.005392451,0.351889339,65441.11384,49153.5
Stonehill College,Easton,MA,02357-6110,New England Commission of Higher Education,www.stonehill.edu,2,42.05905,-71.080632,0,0,0.729173216,NULL,0,2472,0.8309,0.0469,0.0506,0.0206,0.0004,0.0004,0.0218,0.0089,0.0194,54858,NULL,39900,39900,NULL,9051,0.18,0.9238,0.6965,19.43043043,0.608608609,PrivacySuppressed,PrivacySuppressed,0.163900415,123794.7978,111481
Suffolk University,Boston,MA,02108-2770,New England Commission of Higher Education,www.suffolk.edu,2,42.358944,-71.061788,0,0,0.844240066,1020,0,5107,0.4339,0.0591,0.1142,0.0828,0.0014,0.0008,0.0204,0.2262,0.0613,48936,NULL,35578,35578,NULL,11758,0.2764,0.7545,0.5368,20.24592455,0.600838379,0.016301817,PrivacySuppressed,0.296502788,83985.75082,62281
Rob Roy Academy-Taunton,Taunton,MA,02780-5339,National Accrediting Commission of Career Arts and Sciences,www.rob-roy.com,3,41.901945,-71.091966,0,0,NULL,NULL,0,20,0.9,0.05,0,0,0,0,0.05,0,0,NULL,21589,NULL,NULL,14000,NULL,0.434,NULL,0.5283,26.34042553,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.5,31530.29787,23770
Tufts University,Medford,MA,02155-5555,New England Commission of Higher Education,www.tufts.edu,2,42.408465,-71.120316,0,0,0.142857143,1445,0,5459,0.5649,0.0423,0.0661,0.1189,0,0,0.0465,0.1031,0.0581,65814,NULL,52430,52430,NULL,11728,0.1149,0.955,0.2476,19.94395604,0.458241758,PrivacySuppressed,PrivacySuppressed,0.152954809,109816.5165,85929.5
Wellesley College,Wellesley,MA,02481-8203,New England Commission of Higher Education,www.wellesley.edu,2,42.291554,-71.306605,0,1,0.285949732,1403,0,2350,0.3749,0.0549,0.1123,0.2179,0.0009,0,0.0591,0.12,0.06,63340,NULL,48802,48802,NULL,11985,0.1845,0.9629,0.3267,19.85496183,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.171779141,85633.05534,59989.5
Wentworth Institute of Technology,Boston,MA,2115,New England Commission of Higher Education,https://WIT.EDU,2,42.336632,-71.094983,0,0,0.705796718,1117,0,4274,0.6301,0.0421,0.0304,0.0709,0.0019,0.0002,0.0611,0.0805,0.0828,49642,NULL,33724,33724,NULL,8307,0.2489,0.839,0.6825,20.65103858,0.205934718,0.023738872,PrivacySuppressed,0.24718398,94054.86884,82446
Western New England University,Springfield,MA,01119-2684,New England Commission of Higher Education,www1.wne.edu,2,42.115017,-72.520466,0,0,0.796061885,1096,0,2717,0.7346,0.0582,0.0802,0.0305,0.0022,0.0015,0.0151,0.0346,0.0431,48710,NULL,34874,34874,NULL,9262,0.273,0.7803,0.7318,19.97542135,0.382724719,0.007022472,PrivacySuppressed,0.245495496,95364.04846,83848.5
Westfield State University,Westfield,MA,01086-1630,New England Commission of Higher Education,www.westfield.ma.edu,1,42.131589,-72.795673,0,0,0.779185138,992,0,5495,0.7565,0.0462,0.0934,0.0158,0.0013,0.0007,0.047,0.0042,0.0349,21411,NULL,9275,15355,NULL,9372,0.28,0.7736,0.637,21.23257468,0.558677098,0.027382646,0.003556188,0.305071622,77297.80868,63176
Wheaton College,Norton,MA,02766-2322,New England Commission of Higher Education,www.wheatoncollege.edu,2,41.966813,-71.184167,0,0,0.666586711,NULL,0,1638,0.6471,0.0592,0.0739,0.0507,0.0006,0.0012,0.0342,0.1178,0.0153,61794,NULL,49012,49012,NULL,9238,0.2003,0.8633,0.6702,19.39717425,0.635792779,PrivacySuppressed,PrivacySuppressed,0.147107438,99414.0471,84390
Wheelock College,Boston,MA,02215-4104,New England Commission of Higher Education,www.wheelock.edu,2,42.341753,-71.106412,0,0,0.83908046,903,0,721,0.5784,0.1456,0.1221,0.0402,0.0014,0.0014,0.0388,0.0222,0.0499,49352,NULL,34825,34825,NULL,7006,0.3946,0.6806,0.8039,20.22997416,0.780361757,PrivacySuppressed,PrivacySuppressed,0.320699709,72481.00258,54949
Williams College,Williamstown,MA,1267,New England Commission of Higher Education,https://www.williams.edu,2,42.712725,-73.203132,0,0,0.176091625,1439,0,2044,0.5328,0.0749,0.1233,0.1282,0.001,0,0.0607,0.0793,0,66240,NULL,51790,51790,NULL,12445,0.1859,0.9691,0.269,19.37977528,0.512359551,PrivacySuppressed,PrivacySuppressed,0.215496368,97611.59326,52356
Worcester Polytechnic Institute,Worcester,MA,01609-2280,New England Commission of Higher Education,https://www.wpi.edu/,2,42.274853,-71.808339,0,0,0.484428735,NULL,0,4320,0.6255,0.0271,0.0912,0.0407,0.0037,0,0.0262,0.1118,0.0738,60878,NULL,46994,46994,NULL,11664,0.1335,0.9506,0.5862,19.45544555,0.364922207,PrivacySuppressed,PrivacySuppressed,0.13377193,129500.0347,114021
Worcester State University,Worcester,MA,01602-2597,New England Commission of Higher Education,www.worcester.edu,1,42.267534,-71.844019,0,0,0.705624355,1016,0,4891,0.6849,0.0797,0.1077,0.0425,0.0037,0.0004,0.0296,0.0072,0.0442,20892,NULL,9202,15282,NULL,8791,0.2884,0.7786,0.541,22.36899747,0.593091828,0.043807919,0.00547599,0.356449376,70406.754,54212
Adrian College,Adrian,MI,49221-2575,Higher Learning Commission,www.adrian.edu,2,41.898591,-84.061481,0,0,0.58413376,1003,0,1621,0.7045,0.0709,0.0568,0.0043,0.0019,0.0006,0.0395,0,0.1215,48671,NULL,34890,34890,NULL,7880,0.3729,0.6942,0.8773,19.73165829,0.422110553,PrivacySuppressed,PrivacySuppressed,0.31005291,78517.22412,68386
Albion College,Albion,MI,49224,Higher Learning Commission,www.albion.edu,2,42.245049,-84.745639,0,0,0.722588376,1067,0,1393,0.7064,0.0926,0.0675,0.0273,0.0029,0.0007,0.0251,0.0223,0.0553,51883,NULL,41040,41040,NULL,7341,0.2914,0.8154,0.6344,19.62711864,0.495762712,PrivacySuppressed,PrivacySuppressed,0.279761905,71632.28107,54587.5
Hillsdale Beauty College,Hillsdale,MI,49242,National Accrediting Commission of Career Arts and Sciences,www.hillsdalebeautycollege.com,3,41.918718,-84.631429,0,0,NULL,NULL,0,32,0.9688,0,0.0313,0,0,0,0,0,0,NULL,14142,NULL,NULL,17150,NULL,0.44,NULL,0.4,22.5,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,35580.35294,23318.5
Northwestern Technological Institute,Southfield,MI,48075,Accrediting Commission of Career Schools and Colleges,www.northwesterntech.edu,3,42.469188,-83.238529,0,0,NULL,NULL,0,468,0.3632,0.5385,0.0107,0,0,0,0,0,0.0876,NULL,34159,NULL,NULL,15956,NULL,0.5884,NULL,0.5706,30.66269368,0.033373063,0.190703218,0.040524434,0.631652661,21184.38856,14242
Alma College,Alma,MI,48801-1599,Higher Learning Commission,alma.edu,2,43.38004,-84.672053,0,0,0.679487179,1087,0,1414,0.7779,0.0396,0.0495,0.0127,0.0028,0.0007,0.024,0.0141,0.0785,48453,NULL,37310,37310,NULL,7308,0.2888,0.7976,0.8866,19.77745665,0.553468208,0.015895954,PrivacySuppressed,0.241071429,76698.63295,70073
Alpena Community College,Alpena,MI,49707,Higher Learning Commission,www.alpenacc.edu,1,45.081647,-83.445069,0,0,NULL,NULL,0,1104,0.9538,0.0109,0.0109,0.0082,0.0082,0.0009,0,0,0.0072,8188,NULL,4290,6450,NULL,8342,0.4066,0.6181,0.2806,23.07835325,0.471447543,0.098273572,PrivacySuppressed,0.428364689,36653.26029,25707
Andrews University,Berrien Springs,MI,49104,Higher Learning Commission,www.andrews.edu,2,41.963859,-86.355815,0,0,0.404220108,1127,0,1478,0.2733,0.1881,0.1509,0.1475,0.0027,0.0014,0.0379,0.1698,0.0284,36529,NULL,27684,27684,NULL,4832,0.2868,0.8679,0.4605,21.49323017,0.580270793,0.063829787,PrivacySuppressed,0.172131148,69266.02128,55290
Aquinas College,Grand Rapids,MI,49506-1801,Higher Learning Commission,www.aquinas.edu,2,42.96019,-85.628785,0,0,0.913247362,1090,0,1549,0.7857,0.0349,0.0613,0.011,0.0039,0,0.0245,0.0187,0.06,38707,NULL,30062,30062,NULL,6043,0.3092,0.7738,0.5894,20.21487603,0.639669422,PrivacySuppressed,PrivacySuppressed,0.219178082,72908.76198,65630
Baker College,Flint,MI,48507-5508,Higher Learning Commission,www.baker.edu,2,42.974764,-83.694679,0,0,NULL,NULL,0,19247,0.7523,0.1311,0.0376,0.0123,0.0047,0.002,0.0534,0,0.0065,18635,NULL,9000,9000,NULL,5237,0.5631,0.4916,0.6227,26.2568574,0.667029973,0.163396912,0.007447775,0.471415183,33870.42198,23085
Bay de Noc Community College,Escanaba,MI,49829-2511,Higher Learning Commission,www.baycollege.edu/default.aspx,1,45.772586,-87.085228,0,0,NULL,NULL,0,1422,0.8833,0.0028,0.0239,0.0042,0.0359,0.0014,0.0422,0,0.0063,12239,NULL,4548,12318,NULL,7465,0.365,NULL,0.2392,24.10037641,0.585947302,0.127979925,PrivacySuppressed,0.438789546,34776.97742,25500
Bayshire Academy of Beauty Craft Inc,Bay City,MI,48708-5614,National Accrediting Commission of Career Arts and Sciences,www.bayshirebeautyacademy.edu,3,43.599758,-83.88895,0,0,NULL,NULL,0,38,0.8684,0.1053,0.0263,0,0,0,0,0,0,NULL,9129,NULL,NULL,7500,NULL,0.6554,NULL,0,26.79047619,PrivacySuppressed,0.123809524,PrivacySuppressed,0.522222222,14648.86667,12962
Cadillac Institute of Cosmetology,Cadillac,MI,49601,NULL,instituteofcos.net,3,44.251343,-85.400684,0,0,NULL,NULL,0,21,1,0,0,0,0,0,0,0,0,NULL,17449,NULL,NULL,8575,NULL,0.8235,NULL,0,27.15,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,14152.35,9285.5
Calvin College,Grand Rapids,MI,49546,Higher Learning Commission,www.calvin.edu,2,42.929916,-85.587548,0,0,0.747060295,1180,0,3722,0.7278,0.0285,0.0425,0.0406,0.0013,0,0.0355,0.1053,0.0185,43517,NULL,31730,31730,NULL,8435,0.2262,0.848,0.5247,19.83707398,0.562759767,0.012468828,PrivacySuppressed,0.13225256,94698.40732,82351
Calvin Theological Seminary,Grand Rapids,MI,49546-4387,Commission on Accrediting of the Association of Theological Schools,www.calvinseminary.edu,2,42.927951,-85.586439,0,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7443,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Carnegie Institute,Troy,MI,48083,Accrediting Commission of Career Schools and Colleges,www.carnegie-institute.edu,3,42.53889,-83.118801,0,0,NULL,NULL,0,176,0.8636,0.108,0.017,0.0114,0,0,0,0,0,21673,NULL,13100,13100,NULL,NULL,0.5895,NULL,0.7737,29.62146893,0.875706215,0.327683616,PrivacySuppressed,0.538961039,29198.84746,20808
Michigan School of Professional Psychology,Farmington Hills,MI,48334-4512,Higher Learning Commission,www.mispp.edu,2,42.491427,-83.359575,0,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7160,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Central Michigan University,Mount Pleasant,MI,48859,Higher Learning Commission,https://www.cmich.edu,1,43.591203,-84.77525,0,0,0.715605428,1049,0,19551,0.7767,0.0852,0.0446,0.0105,0.0079,0.0006,0.035,0.0205,0.019,22778,NULL,12150,23670,NULL,8749,0.3417,0.7759,0.7171,21.42965426,0.592287234,0.045744681,0.002792553,0.293298035,70473.80053,57838
Mott Community College,Flint,MI,48503-2089,Higher Learning Commission,www.mcc.edu,1,43.019941,-83.67243,0,0,NULL,NULL,0,6817,0.6939,0.1731,0.0459,0.0067,0.0066,0.0007,0.0427,0.0029,0.0274,10508,NULL,3785,6931,NULL,7896,0.4701,NULL,0.3745,24.49134002,0.574749316,0.091613491,0.004785779,0.402874006,34315.03191,21433.5
Empire Beauty School-Michigan,Grand Rapids,MI,49544,National Accrediting Commission of Career Arts and Sciences,www.empire.edu,3,43.028642,-85.691067,0,0,NULL,NULL,0,250,0.608,0.176,0.08,0.016,0.016,0,0.04,0,0.064,NULL,16826,NULL,NULL,16020,NULL,0.7078,NULL,0.6983,25.15753735,0.940244455,0.089180625,0.013580806,0.527961515,19866.44273,10876
